@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
5905,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
1925,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4
2906,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5
1696,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6
3479,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
160,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
1694,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5
5666,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5
6196,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6
559,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
684,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5
5889,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5
2746,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7
4421,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
4347,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6
2113,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
5530,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5
6183,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5
4869,5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,6
2144,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7
4128,6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5
3231,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6
1146,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
4807,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6
483,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5
4759,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6
5684,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
5892,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
3617,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
3439,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
1539,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
1841,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5
1997,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
736,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
3489,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
2011,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6
4979,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5
2597,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
3911,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
5660,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
709,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6
4761,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
3834,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6
6049,8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7
1083,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
4218,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
1120,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5
2888,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5
3411,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
3493,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
1968,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
6407,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6
5957,9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7
3298,6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,5
5857,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7
3961,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
5938,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
3133,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
2253,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5
3990,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
4573,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7
820,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
1903,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6
724,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8
6114,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6
6193,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
2058,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
1313,9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5
4642,6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6
2016,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,6
1070,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6
4815,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
1495,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8
1234,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6
2121,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
2414,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4
4558,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
2952,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
5874,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
5202,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5
1784,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6
918,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6
2290,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
4762,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
6229,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
2250,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
5602,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4
380,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7
645,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5
6104,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
3730,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
2947,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
115,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5
4271,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6
1296,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
163,6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5
4954,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5
5559,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
3442,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5
4003,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
1137,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8
218,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5
3799,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
1043,7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,4
2325,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5
4618,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7
2375,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6
6200,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6
717,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6
5815,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5
6063,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5
2946,4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8
4709,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6
1203,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
1686,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
2204,7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,5
754,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
2521,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
5877,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7
935,6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5
12,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5
3218,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
1923,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
2573,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5
2225,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
5902,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
2637,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
4230,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6
3953,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
6383,6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4
1433,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7
5275,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6
5656,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
1978,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6
2823,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5
5280,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
5780,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6
114,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5
1919,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6
1952,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4
1251,5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
1244,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
3303,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6
1804,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
5508,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6
1050,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
2021,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6
47,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4
3265,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6
2602,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5
1295,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4
1636,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6
3507,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
5155,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5
3567,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
159,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
1327,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
442,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6
4676,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6
2046,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
5900,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7
614,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
1863,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7
2964,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7
54,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6
4983,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6
167,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6
6209,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
5027,8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7
184,6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6
6468,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6
145,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6
2979,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
5466,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6
127,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5
360,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
3102,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
876,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
5316,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5
2191,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6
5079,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5
5662,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
1514,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6
1475,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
4580,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
4928,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6
5111,11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6
3878,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5
5359,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6
111,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
920,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
4182,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6
3036,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7
2694,6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,6
5075,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5
5512,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5
1255,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5
5773,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
3766,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
5588,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5
4662,8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,5
3063,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8
1192,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
1757,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
6486,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6
852,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
4274,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
1879,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6
1193,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
5518,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5
2966,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8
2425,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
2956,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5
3230,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7
2159,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6
902,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
4408,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6
1960,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
3792,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5
1982,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
2108,8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6
5841,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7
1051,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5
6293,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,5
5479,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5
4931,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5
2270,8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6
423,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
4261,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
4935,7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6
5058,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6
1730,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6
4706,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
318,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5
419,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
3712,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
4002,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5
3767,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
5090,6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6
4679,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6
2939,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
4599,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
4917,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4
1993,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5
341,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7
1692,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
1635,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6
5735,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
260,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4
3556,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
418,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
5875,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
3941,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5
1875,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
1619,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6
6344,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6
3615,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
5080,8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5
1610,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7
576,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6
2554,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
5850,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
336,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
3106,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6
1529,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6
4872,5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6
4156,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
342,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6
3901,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
422,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
4353,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
1571,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5
5235,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6
961,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
2299,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
6424,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5
3463,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6
2774,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
5094,7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5
601,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6
3296,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5
5186,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6
3440,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
1408,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6
3651,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4
938,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
3661,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
5896,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
3823,7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6
5649,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
5719,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5
2889,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4
2813,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6
6155,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5
3302,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
229,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
1060,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4
741,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3
3307,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
3698,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6
243,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7
3438,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
6469,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6
5954,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
