@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
2048,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5
602,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6
2606,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
4392,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5
5644,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6
606,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
2710,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
1708,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5
3709,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5
3022,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4
3558,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
2792,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
3788,6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5
4346,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6
5022,8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5
616,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
6466,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
618,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6
3077,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5
620,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
5842,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
5428,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5
1488,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6
6281,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
625,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
626,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8
6289,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6
4797,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
5728,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
3198,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
5578,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5
4918,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6
633,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
1341,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6
6314,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5
2664,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8
5457,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
638,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5
5099,9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7
4933,5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5
641,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7
4410,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
643,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6
644,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5
4085,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8
5661,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6
5084,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5
3139,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6
6029,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6
5885,9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7
5340,11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6
2610,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
6323,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
6176,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6
2433,6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5
1909,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
657,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6
5771,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4
659,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5
660,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,4
661,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5
2208,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7
663,7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4
3607,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
3057,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5
2217,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,5
5053,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5
668,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
2665,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7
2177,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5
5427,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6
2028,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5
673,7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8
3859,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
3492,8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6
1540,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
677,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6
5993,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
2044,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6
6224,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
4552,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6
4288,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5
4888,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7
2747,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6
685,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5
5206,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6
687,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7
5837,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7
2916,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
1368,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5
3008,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
692,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6
5392,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
2267,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5
3100,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7
696,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5
2978,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
1856,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
3097,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7
3608,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
4666,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
702,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7
4664,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.133333,7
5971,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6
705,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6
706,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5
5967,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
5926,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
2090,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
5096,11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6
5643,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5
2983,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6
2112,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
5228,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5
715,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6
5455,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
5342,10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7
5682,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
719,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
720,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7
3060,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
5865,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7
5619,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5
1726,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
4672,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.466667,5
2153,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6
6092,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
4004,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6
6434,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6
3657,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7
731,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6
3984,5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6
3169,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6
734,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
3473,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6
4030,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6
5299,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5
1830,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
6077,5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5
740,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
4696,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
1485,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3
743,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6
744,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5
5181,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5
3092,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6
5224,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
3158,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
749,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
6210,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6
6161,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5
752,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6
4269,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6
3401,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
5023,7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5
1922,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
1685,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
2458,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
5855,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6
760,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
3471,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6312,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5
763,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5
4492,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6
4698,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
766,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
5439,9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5
6040,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6
769,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
4394,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
5397,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
4963,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5
5927,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
1941,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
5373,10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6
2101,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
4920,7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5
778,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
5066,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4
2735,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6
6481,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5
782,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6
5355,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5
4854,5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5
5423,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5
4751,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5
787,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
788,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
789,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7
3670,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
2188,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5
6333,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
2199,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5
3735,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5
2382,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6
4773,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
3197,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
4396,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
2662,7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6
4494,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
2802,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
4451,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6
803,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5
2857,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
3006,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6
4290,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6
2179,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5
4496,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6
5517,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5
5248,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6
5315,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6
2778,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6
6115,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6
3996,8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5
1765,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
2272,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6
817,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
3896,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6
819,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
5277,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6
3234,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6
4541,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
4488,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6
2004,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
6116,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6
2986,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7
4444,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
828,7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9
829,7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7
3516,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7
1729,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
832,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4
2322,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5
3034,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6
4456,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
1428,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
1667,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5
838,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
5876,8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5
4613,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5
841,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7
2987,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7
5458,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6
1366,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7
6286,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
846,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
2412,8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6
5297,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6
1411,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6
5934,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7
851,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
3523,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5
3566,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
3777,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5
2002,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,5
3836,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
4436,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.333333,6
6422,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5
3753,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
6076,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7
3350,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
6266,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6
863,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6
6260,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5
1653,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4
2360,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5
4148,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7
1604,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7
2758,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5
2430,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
5721,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
6024,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7
3622,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
5286,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6
875,7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,5
4174,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5
4681,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
1497,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5
4605,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6
4722,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
6148,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
6303,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6
6143,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6
884,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
5979,10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6
2803,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6
5646,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5
4823,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6
2583,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
5824,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7
4357,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.533333,5
4046,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
5382,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5
894,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7
4309,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
3146,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
5723,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5
1633,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8
1950,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5
2216,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
1977,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5
6219,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5
2245,7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5
5278,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6
